Transaction_ID,Date,Customer_ID,Gender,Age,Age_Group,Product_Category,Product_Name,Quantity,Price_Per_Unit,Total_Amount,Discount_Rate,Discount_Amount,Net_Amount,Cost_Of_Goods,Profit,Profit_Margin_Pct,Payment_Method
TXN-10887,2023-06-15,CUST-1292,Female,29,25-35 (Young Adults),Beauty & Personal Care,Daily Hydrating Facial Cleanser,3,18.26,54.78,0.1,5.48,49.3,37.14,12.16,24.67,Credit Card
TXN-11423,2023-06-15,CUST-1074,Female,18,18-24 (Youth),Clothing,Winter Hooded Parka,1,136.52,136.52,0.1,13.65,122.87,88.51,34.36,27.96,Debit Card
TXN-10638,2023-06-15,CUST-1378,Male,68,51+ (Seniors),Home & Kitchen,Espresso Coffee Machine,3,167.49,502.47,0.0,0.0,502.47,285.49,216.98,43.18,Credit Card
TXN-10907,2023-06-15,CUST-1204,Female,18,18-24 (Youth),Home & Kitchen,Espresso Coffee Machine,4,163.03,652.12,0.0,0.0,652.12,411.01,241.11,36.97,UPI / Digital Wallet
TXN-10525,2023-06-16,CUST-1168,Female,34,25-35 (Young Adults),Electronics,Portable Bluetooth Speaker,1,56.28,56.28,0.15,8.44,47.84,35.92,11.92,24.92,Credit Card
TXN-10721,2023-06-16,CUST-1383,Female,30,25-35 (Young Adults),Clothing,Classic Cotton Crewneck T-Shirt,1,22.73,22.73,0.15,3.41,19.32,15.13,4.19,21.69,Credit Card
TXN-12224,2023-06-16,CUST-1139,Female,20,18-24 (Youth),Beauty & Personal Care,Ionic Ceramic Hair Dryer,1,55.37,55.37,0.0,0.0,55.37,32.71,22.66,40.92,UPI / Digital Wallet
TXN-11745,2023-06-16,CUST-1552,Male,54,51+ (Seniors),Home & Kitchen,Espresso Coffee Machine,1,155.56,155.56,0.1,15.56,140.0,95.84,44.16,31.54,UPI / Digital Wallet
TXN-11051,2023-06-17,CUST-1408,Female,39,36-50 (Middle-Aged),Clothing,Winter Hooded Parka,2,136.66,273.32,0.1,27.33,245.99,156.75,89.24,36.28,UPI / Digital Wallet
TXN-11881,2023-06-17,CUST-1330,Female,37,36-50 (Middle-Aged),Books & Stationery,Data Science & ML Handbook,1,50.32,50.32,0.0,0.0,50.32,30.04,20.28,40.3,UPI / Digital Wallet
TXN-11242,2023-06-17,CUST-1376,Male,50,36-50 (Middle-Aged),Electronics,Noise-Cancelling Headphones,1,186.66,186.66,0.2,37.33,149.33,129.54,19.79,13.25,Credit Card
TXN-10945,2023-06-17,CUST-1213,Male,47,36-50 (Middle-Aged),Electronics,Wireless Bluetooth Earbuds,1,73.91,73.91,0.1,7.39,66.52,49.8,16.72,25.14,Credit Card
TXN-10191,2023-06-17,CUST-1338,Male,43,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,3,42.92,128.76,0.0,0.0,128.76,86.27,42.49,33.0,Debit Card
TXN-10873,2023-06-18,CUST-1417,Male,39,36-50 (Middle-Aged),Home & Kitchen,Stainless Steel Water Bottle,1,20.75,20.75,0.1,2.08,18.67,14.32,4.35,23.3,Debit Card
TXN-11316,2023-06-18,CUST-1328,Other,46,36-50 (Middle-Aged),Clothing,Classic Cotton Crewneck T-Shirt,1,21.5,21.5,0.0,0.0,21.5,12.6,8.9,41.4,UPI / Digital Wallet
TXN-12111,2023-06-18,CUST-1160,Female,24,18-24 (Youth),Clothing,Winter Hooded Parka,1,131.74,131.74,0.15,19.76,111.98,75.83,36.15,32.28,Credit Card
TXN-11923,2023-06-18,CUST-1268,Male,31,25-35 (Young Adults),Home & Kitchen,Ergonomic Memory Foam Pillow,1,34.76,34.76,0.1,3.48,31.28,20.25,11.03,35.26,Credit Card
TXN-10442,2023-06-18,CUST-1365,Female,32,25-35 (Young Adults),Clothing,Classic Cotton Crewneck T-Shirt,2,21.95,43.9,0.05,2.19,41.71,26.11,15.6,37.4,Debit Card
TXN-12161,2023-06-19,CUST-1361,Female,59,51+ (Seniors),Home & Kitchen,Non-Stick Ceramic Cookware Set,3,94.14,282.42,0.15,42.36,240.06,187.87,52.19,21.74,UPI / Digital Wallet
TXN-10451,2023-06-19,CUST-1089,Male,45,36-50 (Middle-Aged),Home & Kitchen,Ergonomic Memory Foam Pillow,1,35.7,35.7,0.05,1.78,33.92,19.67,14.25,42.01,UPI / Digital Wallet
TXN-12096,2023-06-20,CUST-1333,Female,28,25-35 (Young Adults),Electronics,Portable Bluetooth Speaker,5,56.26,281.3,0.1,28.13,253.17,179.21,73.96,29.21,Credit Card
TXN-11554,2023-06-20,CUST-1405,Female,46,36-50 (Middle-Aged),Beauty & Personal Care,Ionic Ceramic Hair Dryer,4,59.66,238.64,0.0,0.0,238.64,145.29,93.35,39.12,UPI / Digital Wallet
TXN-12083,2023-06-20,CUST-1354,Male,37,36-50 (Middle-Aged),Books & Stationery,Fine Fountain Pen Set,1,36.75,36.75,0.0,0.0,36.75,24.98,11.77,32.03,Credit Card
TXN-10898,2023-06-21,CUST-1264,Male,34,25-35 (Young Adults),Electronics,Noise-Cancelling Headphones,1,180.31,180.31,0.2,36.06,144.25,124.26,19.99,13.86,Credit Card
TXN-11718,2023-06-21,CUST-1314,Male,56,51+ (Seniors),Home & Kitchen,Air Fryer Digital Oven,1,113.06,113.06,0.05,5.65,107.41,66.39,41.02,38.19,Credit Card
TXN-10769,2023-06-21,CUST-1493,Female,25,25-35 (Young Adults),Beauty & Personal Care,Ionic Ceramic Hair Dryer,4,56.72,226.88,0.0,0.0,226.88,145.31,81.57,35.95,Credit Card
TXN-10030,2023-06-21,CUST-1208,Male,45,36-50 (Middle-Aged),Books & Stationery,Minimalist Wooden Desk Organizer,2,26.77,53.54,0.2,10.71,42.83,30.85,11.98,27.97,UPI / Digital Wallet
TXN-10980,2023-06-21,CUST-1216,Female,27,25-35 (Young Adults),Beauty & Personal Care,Daily Hydrating Facial Cleanser,2,17.73,35.46,0.1,3.55,31.91,24.46,7.45,23.35,UPI / Digital Wallet
TXN-10544,2023-06-21,CUST-1497,Female,35,25-35 (Young Adults),Electronics,Noise-Cancelling Headphones,1,182.22,182.22,0.1,18.22,164.0,106.61,57.39,34.99,Debit Card
TXN-11144,2023-06-21,CUST-1046,Female,31,25-35 (Young Adults),Clothing,Formal Oxford Shirt,1,43.86,43.86,0.1,4.39,39.47,28.54,10.93,27.69,Credit Card
TXN-11463,2023-06-22,CUST-1560,Female,42,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,1,43.09,43.09,0.05,2.15,40.94,29.74,11.2,27.36,Credit Card
TXN-10153,2023-06-22,CUST-1161,Male,49,36-50 (Middle-Aged),Clothing,Casual Breathable Sneakers,1,71.67,71.67,0.1,7.17,64.5,43.67,20.83,32.29,UPI / Digital Wallet
TXN-10050,2023-06-22,CUST-1466,Male,46,36-50 (Middle-Aged),Electronics,Smart Fitness Watch,2,120.15,240.3,0.0,0.0,240.3,135.22,105.08,43.73,UPI / Digital Wallet
TXN-10046,2023-06-22,CUST-1163,Male,26,25-35 (Young Adults),Clothing,Slim-Fit Denim Jeans,1,48.23,48.23,0.15,7.23,41.0,27.24,13.76,33.56,Debit Card
TXN-12452,2023-06-22,CUST-1330,Female,37,36-50 (Middle-Aged),Clothing,Slim-Fit Denim Jeans,2,46.54,93.08,0.05,4.65,88.43,59.08,29.35,33.19,Debit Card
TXN-11037,2023-06-24,CUST-1122,Female,57,51+ (Seniors),Clothing,Casual Breathable Sneakers,2,70.56,141.12,0.0,0.0,141.12,95.22,45.9,32.53,Credit Card
TXN-12269,2023-06-24,CUST-1514,Female,29,25-35 (Young Adults),Electronics,Portable Bluetooth Speaker,3,57.37,172.11,0.1,17.21,154.9,98.19,56.71,36.61,Credit Card
TXN-11888,2023-06-24,CUST-1462,Male,28,25-35 (Young Adults),Home & Kitchen,Non-Stick Ceramic Cookware Set,3,99.33,297.99,0.1,29.8,268.19,195.73,72.46,27.02,Credit Card
TXN-10656,2023-06-25,CUST-1316,Male,47,36-50 (Middle-Aged),Electronics,Wireless Bluetooth Earbuds,4,71.88,287.52,0.05,14.38,273.14,186.9,86.24,31.57,UPI / Digital Wallet
TXN-12356,2023-06-25,CUST-1125,Female,68,51+ (Seniors),Home & Kitchen,Espresso Coffee Machine,4,163.61,654.44,0.1,65.44,589.0,427.99,161.01,27.34,Credit Card
TXN-10710,2023-06-25,CUST-1386,Female,42,36-50 (Middle-Aged),Beauty & Personal Care,Anti-Aging Retinol Night Serum,2,43.9,87.8,0.0,0.0,87.8,55.35,32.45,36.96,Debit Card
TXN-11151,2023-06-25,CUST-1148,Female,45,36-50 (Middle-Aged),Clothing,Winter Hooded Parka,1,129.14,129.14,0.1,12.91,116.23,88.75,27.48,23.64,Credit Card
TXN-10216,2023-06-26,CUST-1361,Female,59,51+ (Seniors),Electronics,4K Ultra HD Smart TV,3,638.21,1914.63,0.0,0.0,1914.63,1291.09,623.54,32.57,Credit Card
TXN-10694,2023-06-27,CUST-1292,Female,29,25-35 (Young Adults),Books & Stationery,Executive Hardcover Notebook,1,14.7,14.7,0.0,0.0,14.7,10.27,4.43,30.14,Credit Card
TXN-12104,2023-06-27,CUST-1241,Male,36,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,2,53.83,107.66,0.05,5.38,102.28,59.42,42.86,41.9,UPI / Digital Wallet
TXN-11741,2023-06-28,CUST-1473,Male,57,51+ (Seniors),Beauty & Personal Care,Daily Hydrating Facial Cleanser,4,18.42,73.68,0.1,7.37,66.31,49.25,17.06,25.73,Credit Card
TXN-11892,2023-06-28,CUST-1147,Male,19,18-24 (Youth),Home & Kitchen,Air Fryer Digital Oven,4,113.96,455.84,0.05,22.79,433.05,261.01,172.04,39.73,UPI / Digital Wallet
TXN-10868,2023-06-29,CUST-1019,Male,18,18-24 (Youth),Clothing,Classic Cotton Crewneck T-Shirt,1,22.0,22.0,0.0,0.0,22.0,14.62,7.38,33.55,Debit Card
TXN-10802,2023-06-29,CUST-1148,Female,45,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,1,42.38,42.38,0.05,2.12,40.26,27.78,12.48,31.0,UPI / Digital Wallet
TXN-11021,2023-06-29,CUST-1096,Male,42,36-50 (Middle-Aged),Clothing,Slim-Fit Denim Jeans,1,47.05,47.05,0.05,2.35,44.7,30.16,14.54,32.53,Debit Card
TXN-12436,2023-06-29,CUST-1537,Male,32,25-35 (Young Adults),Clothing,Slim-Fit Denim Jeans,2,49.66,99.32,0.15,14.9,84.42,58.37,26.05,30.86,Cash
TXN-11559,2023-06-29,CUST-1022,Male,38,36-50 (Middle-Aged),Books & Stationery,Fine Fountain Pen Set,1,39.78,39.78,0.0,0.0,39.78,25.92,13.86,34.84,Debit Card
TXN-10794,2023-06-30,CUST-1018,Female,25,25-35 (Young Adults),Electronics,4K Ultra HD Smart TV,1,648.76,648.76,0.05,32.44,616.32,361.9,254.42,41.28,UPI / Digital Wallet
TXN-10697,2023-06-30,CUST-1557,Other,31,25-35 (Young Adults),Books & Stationery,Minimalist Wooden Desk Organizer,2,27.35,54.7,0.05,2.74,51.96,37.83,14.13,27.19,Credit Card
TXN-11831,2023-06-30,CUST-1004,Male,34,25-35 (Young Adults),Home & Kitchen,Non-Stick Ceramic Cookware Set,3,95.44,286.32,0.0,0.0,286.32,193.24,93.08,32.51,UPI / Digital Wallet
TXN-12346,2023-06-30,CUST-1128,Female,39,36-50 (Middle-Aged),Beauty & Personal Care,Organic Botanical Shampoo,1,24.94,24.94,0.0,0.0,24.94,14.63,10.31,41.34,Debit Card
TXN-11302,2023-06-30,CUST-1077,Male,33,25-35 (Young Adults),Beauty & Personal Care,Daily Hydrating Facial Cleanser,2,18.67,37.34,0.15,5.6,31.74,22.45,9.29,29.27,Debit Card
TXN-11915,2023-06-30,CUST-1144,Male,41,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,1,40.4,40.4,0.1,4.04,36.36,27.15,9.21,25.33,Credit Card
TXN-10074,2023-07-01,CUST-1363,Male,43,36-50 (Middle-Aged),Electronics,Smart Fitness Watch,4,121.88,487.52,0.0,0.0,487.52,272.31,215.21,44.14,Credit Card
TXN-12467,2023-07-01,CUST-1546,Male,46,36-50 (Middle-Aged),Clothing,Casual Breathable Sneakers,1,71.41,71.41,0.0,0.0,71.41,40.74,30.67,42.95,Debit Card
TXN-10369,2023-07-01,CUST-1498,Female,25,25-35 (Young Adults),Electronics,Noise-Cancelling Headphones,1,174.25,174.25,0.0,0.0,174.25,102.29,71.96,41.3,Credit Card
TXN-10376,2023-07-02,CUST-1208,Male,45,36-50 (Middle-Aged),Electronics,4K Ultra HD Smart TV,2,664.91,1329.82,0.0,0.0,1329.82,832.03,497.79,37.43,Credit Card
TXN-10424,2023-07-02,CUST-1267,Male,18,18-24 (Youth),Home & Kitchen,Ergonomic Memory Foam Pillow,1,34.71,34.71,0.2,6.94,27.77,21.78,5.99,21.57,Debit Card
TXN-10189,2023-07-02,CUST-1191,Female,49,36-50 (Middle-Aged),Clothing,Winter Hooded Parka,1,134.76,134.76,0.05,6.74,128.02,92.44,35.58,27.79,Credit Card
TXN-12453,2023-07-02,CUST-1458,Male,30,25-35 (Young Adults),Books & Stationery,Data Science & ML Handbook,1,47.18,47.18,0.15,7.08,40.1,29.5,10.6,26.43,Credit Card
TXN-11025,2023-07-03,CUST-1193,Female,20,18-24 (Youth),Beauty & Personal Care,Anti-Aging Retinol Night Serum,5,45.82,229.1,0.0,0.0,229.1,147.45,81.65,35.64,Debit Card
TXN-10248,2023-07-03,CUST-1089,Male,45,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,3,42.35,127.05,0.1,12.7,114.35,71.37,42.98,37.59,UPI / Digital Wallet
TXN-12007,2023-07-03,CUST-1363,Male,43,36-50 (Middle-Aged),Home & Kitchen,Ergonomic Memory Foam Pillow,1,35.62,35.62,0.05,1.78,33.84,24.16,9.68,28.61,Credit Card
TXN-11494,2023-07-04,CUST-1054,Female,52,51+ (Seniors),Electronics,Wireless Bluetooth Earbuds,1,78.59,78.59,0.05,3.93,74.66,52.09,22.57,30.23,UPI / Digital Wallet
TXN-11829,2023-07-04,CUST-1333,Female,28,25-35 (Young Adults),Beauty & Personal Care,Anti-Aging Retinol Night Serum,1,47.15,47.15,0.1,4.72,42.43,30.68,11.75,27.69,Credit Card
TXN-11388,2023-07-04,CUST-1030,Male,29,25-35 (Young Adults),Electronics,Wireless Bluetooth Earbuds,2,71.41,142.82,0.2,28.56,114.26,97.02,17.24,15.09,Credit Card
TXN-11401,2023-07-05,CUST-1526,Female,18,18-24 (Youth),Beauty & Personal Care,Daily Hydrating Facial Cleanser,4,18.56,74.24,0.0,0.0,74.24,46.73,27.51,37.06,Debit Card
TXN-11066,2023-07-05,CUST-1203,Male,52,51+ (Seniors),Home & Kitchen,Non-Stick Ceramic Cookware Set,1,91.59,91.59,0.1,9.16,82.43,58.62,23.81,28.89,UPI / Digital Wallet
TXN-10347,2023-07-05,CUST-1363,Male,43,36-50 (Middle-Aged),Electronics,Noise-Cancelling Headphones,1,178.94,178.94,0.0,0.0,178.94,111.93,67.01,37.45,Credit Card
TXN-11767,2023-07-06,CUST-1523,Male,45,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,4,55.65,222.6,0.0,0.0,222.6,141.82,80.78,36.29,Cash
TXN-11204,2023-07-06,CUST-1336,Female,26,25-35 (Young Adults),Home & Kitchen,Air Fryer Digital Oven,3,105.38,316.14,0.0,0.0,316.14,209.38,106.76,33.77,Credit Card
TXN-10834,2023-07-06,CUST-1372,Male,58,51+ (Seniors),Clothing,Formal Oxford Shirt,3,43.78,131.34,0.05,6.57,124.77,89.12,35.65,28.57,Credit Card
TXN-10668,2023-07-06,CUST-1014,Female,18,18-24 (Youth),Electronics,Wireless Bluetooth Earbuds,4,71.93,287.72,0.1,28.77,258.95,163.73,95.22,36.77,Credit Card
TXN-11795,2023-07-07,CUST-1092,Male,28,25-35 (Young Adults),Beauty & Personal Care,Anti-Aging Retinol Night Serum,1,46.35,46.35,0.05,2.32,44.03,30.34,13.69,31.09,UPI / Digital Wallet
TXN-11871,2023-07-08,CUST-1177,Male,58,51+ (Seniors),Electronics,Smart Fitness Watch,1,117.21,117.21,0.05,5.86,111.35,67.02,44.33,39.81,UPI / Digital Wallet
TXN-10373,2023-07-08,CUST-1094,Female,32,25-35 (Young Adults),Electronics,Wireless Bluetooth Earbuds,1,71.62,71.62,0.15,10.74,60.88,42.14,18.74,30.78,Credit Card
TXN-10312,2023-07-08,CUST-1414,Female,42,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,1,43.13,43.13,0.05,2.16,40.97,27.72,13.25,32.34,UPI / Digital Wallet
TXN-10180,2023-07-08,CUST-1163,Male,26,25-35 (Young Adults),Home & Kitchen,Non-Stick Ceramic Cookware Set,1,98.09,98.09,0.05,4.9,93.19,54.62,38.57,41.39,Credit Card
TXN-10355,2023-07-09,CUST-1140,Female,41,36-50 (Middle-Aged),Electronics,Smart Fitness Watch,1,114.92,114.92,0.1,11.49,103.43,74.27,29.16,28.19,Credit Card
TXN-12181,2023-07-09,CUST-1232,Female,38,36-50 (Middle-Aged),Electronics,4K Ultra HD Smart TV,2,632.67,1265.34,0.05,63.27,1202.07,753.34,448.73,37.33,Debit Card
TXN-12386,2023-07-09,CUST-1085,Female,30,25-35 (Young Adults),Home & Kitchen,Air Fryer Digital Oven,1,115.32,115.32,0.05,5.77,109.55,65.21,44.34,40.47,Credit Card
TXN-12487,2023-07-10,CUST-1162,Female,54,51+ (Seniors),Home & Kitchen,Stainless Steel Water Bottle,2,19.65,39.3,0.0,0.0,39.3,26.67,12.63,32.14,UPI / Digital Wallet
TXN-10048,2023-07-11,CUST-1016,Female,23,18-24 (Youth),Home & Kitchen,Air Fryer Digital Oven,1,112.07,112.07,0.0,0.0,112.07,75.77,36.3,32.39,Credit Card
TXN-10780,2023-07-11,CUST-1113,Female,72,51+ (Seniors),Beauty & Personal Care,Ionic Ceramic Hair Dryer,1,57.72,57.72,0.1,5.77,51.95,32.02,19.93,38.36,UPI / Digital Wallet
TXN-11870,2023-07-12,CUST-1473,Male,57,51+ (Seniors),Clothing,Classic Cotton Crewneck T-Shirt,3,21.15,63.45,0.1,6.35,57.1,38.15,18.95,33.19,Credit Card
TXN-10298,2023-07-12,CUST-1149,Female,42,36-50 (Middle-Aged),Beauty & Personal Care,Ionic Ceramic Hair Dryer,2,57.74,115.48,0.2,23.1,92.38,66.82,25.56,27.67,Debit Card
TXN-10458,2023-07-12,CUST-1077,Male,33,25-35 (Young Adults),Electronics,Portable Bluetooth Speaker,1,52.69,52.69,0.0,0.0,52.69,30.47,22.22,42.17,Credit Card
TXN-12466,2023-07-12,CUST-1179,Female,72,51+ (Seniors),Electronics,4K Ultra HD Smart TV,5,662.75,3313.75,0.1,331.38,2982.37,1964.02,1018.35,34.15,Credit Card
TXN-10462,2023-07-12,CUST-1236,Male,18,18-24 (Youth),Electronics,Portable Bluetooth Speaker,1,54.41,54.41,0.1,5.44,48.97,32.85,16.12,32.92,Credit Card
TXN-11426,2023-07-12,CUST-1117,Female,21,18-24 (Youth),Home & Kitchen,Espresso Coffee Machine,1,155.9,155.9,0.2,31.18,124.72,90.11,34.61,27.75,Credit Card
TXN-11260,2023-07-13,CUST-1046,Female,31,25-35 (Young Adults),Clothing,Classic Cotton Crewneck T-Shirt,1,22.18,22.18,0.2,4.44,17.74,13.02,4.72,26.61,UPI / Digital Wallet
TXN-10974,2023-07-14,CUST-1396,Male,18,18-24 (Youth),Clothing,Formal Oxford Shirt,3,40.77,122.31,0.05,6.12,116.19,69.37,46.82,40.3,Credit Card
TXN-11218,2023-07-15,CUST-1144,Male,41,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,1,57.72,57.72,0.1,5.77,51.95,32.19,19.76,38.04,Credit Card
TXN-10823,2023-07-15,CUST-1299,Female,46,36-50 (Middle-Aged),Clothing,Winter Hooded Parka,1,130.05,130.05,0.1,13.01,117.04,82.66,34.38,29.37,UPI / Digital Wallet
TXN-12105,2023-07-15,CUST-1401,Female,29,25-35 (Young Adults),Beauty & Personal Care,Organic Botanical Shampoo,2,25.08,50.16,0.0,0.0,50.16,29.99,20.17,40.21,UPI / Digital Wallet
TXN-12171,2023-07-15,CUST-1376,Male,50,36-50 (Middle-Aged),Electronics,Smart Fitness Watch,2,116.78,233.56,0.0,0.0,233.56,143.89,89.67,38.39,UPI / Digital Wallet
TXN-10775,2023-07-15,CUST-1248,Male,62,51+ (Seniors),Home & Kitchen,Air Fryer Digital Oven,2,112.42,224.84,0.0,0.0,224.84,154.78,70.06,31.16,Debit Card
TXN-11397,2023-07-16,CUST-1097,Female,41,36-50 (Middle-Aged),Beauty & Personal Care,Anti-Aging Retinol Night Serum,5,46.39,231.95,0.15,34.79,197.16,146.88,50.28,25.5,Credit Card
TXN-11798,2023-07-17,CUST-1242,Male,45,36-50 (Middle-Aged),Electronics,Noise-Cancelling Headphones,1,179.81,179.81,0.0,0.0,179.81,125.13,54.68,30.41,Credit Card
TXN-12343,2023-07-17,CUST-1078,Female,39,36-50 (Middle-Aged),Beauty & Personal Care,Organic Botanical Shampoo,2,24.16,48.32,0.05,2.42,45.9,32.7,13.2,28.76,Credit Card
TXN-12380,2023-07-17,CUST-1275,Male,44,36-50 (Middle-Aged),Clothing,Casual Breathable Sneakers,1,69.48,69.48,0.1,6.95,62.53,42.18,20.35,32.54,UPI / Digital Wallet
TXN-11087,2023-07-18,CUST-1554,Male,42,36-50 (Middle-Aged),Home & Kitchen,Ergonomic Memory Foam Pillow,2,36.31,72.62,0.0,0.0,72.62,43.05,29.57,40.72,Debit Card
TXN-12322,2023-07-19,CUST-1182,Female,23,18-24 (Youth),Clothing,Formal Oxford Shirt,2,43.3,86.6,0.0,0.0,86.6,56.5,30.1,34.76,Cash
TXN-11997,2023-07-19,CUST-1274,Male,24,18-24 (Youth),Books & Stationery,Fine Fountain Pen Set,1,38.0,38.0,0.15,5.7,32.3,24.42,7.88,24.4,Credit Card
TXN-11731,2023-07-20,CUST-1051,Female,32,25-35 (Young Adults),Home & Kitchen,Espresso Coffee Machine,1,153.97,153.97,0.15,23.1,130.87,92.72,38.15,29.15,Credit Card
TXN-10639,2023-07-20,CUST-1114,Male,35,25-35 (Young Adults),Beauty & Personal Care,Organic Botanical Shampoo,1,24.02,24.02,0.15,3.6,20.42,14.77,5.65,27.67,Credit Card
TXN-11078,2023-07-20,CUST-1012,Female,41,36-50 (Middle-Aged),Home & Kitchen,Ergonomic Memory Foam Pillow,2,33.89,67.78,0.0,0.0,67.78,43.01,24.77,36.54,Credit Card
TXN-10982,2023-07-20,CUST-1058,Female,42,36-50 (Middle-Aged),Electronics,Smart Fitness Watch,2,121.88,243.76,0.05,12.19,231.57,164.07,67.5,29.15,Credit Card
TXN-11656,2023-07-21,CUST-1064,Female,49,36-50 (Middle-Aged),Beauty & Personal Care,Ionic Ceramic Hair Dryer,3,60.43,181.29,0.2,36.26,145.03,124.39,20.64,14.23,Debit Card
TXN-11059,2023-07-21,CUST-1349,Male,35,25-35 (Young Adults),Electronics,Portable Bluetooth Speaker,3,54.03,162.09,0.0,0.0,162.09,109.52,52.57,32.43,Credit Card
TXN-11346,2023-07-21,CUST-1119,Female,48,36-50 (Middle-Aged),Books & Stationery,Artisan Sketching Pencil Kit,2,19.76,39.52,0.05,1.98,37.54,25.7,11.84,31.54,Credit Card
TXN-11781,2023-07-21,CUST-1422,Male,34,25-35 (Young Adults),Beauty & Personal Care,Anti-Aging Retinol Night Serum,2,44.61,89.22,0.0,0.0,89.22,53.8,35.42,39.7,Credit Card
TXN-11742,2023-07-22,CUST-1266,Female,60,51+ (Seniors),Electronics,Portable Bluetooth Speaker,3,55.64,166.92,0.1,16.69,150.23,109.23,41.0,27.29,Debit Card
TXN-10615,2023-07-22,CUST-1137,Female,33,25-35 (Young Adults),Electronics,4K Ultra HD Smart TV,1,673.33,673.33,0.15,101.0,572.33,402.71,169.62,29.64,Credit Card
TXN-10518,2023-07-23,CUST-1028,Female,29,25-35 (Young Adults),Beauty & Personal Care,Anti-Aging Retinol Night Serum,1,43.92,43.92,0.05,2.2,41.72,26.92,14.8,35.47,Debit Card
TXN-10124,2023-07-23,CUST-1485,Male,18,18-24 (Youth),Clothing,Casual Breathable Sneakers,5,67.67,338.35,0.0,0.0,338.35,235.7,102.65,30.34,Debit Card
TXN-12437,2023-07-24,CUST-1297,Female,42,36-50 (Middle-Aged),Beauty & Personal Care,Anti-Aging Retinol Night Serum,1,43.86,43.86,0.0,0.0,43.86,25.86,18.0,41.04,Credit Card
TXN-10825,2023-07-24,CUST-1010,Male,31,25-35 (Young Adults),Electronics,4K Ultra HD Smart TV,4,673.56,2694.24,0.0,0.0,2694.24,1663.73,1030.51,38.25,Credit Card
TXN-11412,2023-07-24,CUST-1414,Female,42,36-50 (Middle-Aged),Electronics,Noise-Cancelling Headphones,1,179.48,179.48,0.0,0.0,179.48,117.18,62.3,34.71,Debit Card
TXN-12324,2023-07-25,CUST-1520,Female,18,18-24 (Youth),Home & Kitchen,Non-Stick Ceramic Cookware Set,1,92.77,92.77,0.1,9.28,83.49,63.31,20.18,24.17,UPI / Digital Wallet
TXN-10193,2023-07-25,CUST-1374,Male,68,51+ (Seniors),Home & Kitchen,Espresso Coffee Machine,1,162.05,162.05,0.0,0.0,162.05,93.67,68.38,42.2,Credit Card
TXN-10037,2023-07-25,CUST-1265,Male,20,18-24 (Youth),Beauty & Personal Care,Anti-Aging Retinol Night Serum,1,44.91,44.91,0.1,4.49,40.42,25.64,14.78,36.57,UPI / Digital Wallet
TXN-11243,2023-07-26,CUST-1153,Female,41,36-50 (Middle-Aged),Beauty & Personal Care,Anti-Aging Retinol Night Serum,1,43.94,43.94,0.0,0.0,43.94,30.16,13.78,31.36,UPI / Digital Wallet
TXN-10505,2023-07-26,CUST-1270,Female,58,51+ (Seniors),Home & Kitchen,Espresso Coffee Machine,1,165.32,165.32,0.15,24.8,140.52,113.94,26.58,18.92,Credit Card
TXN-10932,2023-07-26,CUST-1302,Female,48,36-50 (Middle-Aged),Beauty & Personal Care,Ionic Ceramic Hair Dryer,1,58.17,58.17,0.05,2.91,55.26,38.29,16.97,30.71,Credit Card
TXN-11940,2023-07-26,CUST-1080,Female,34,25-35 (Young Adults),Home & Kitchen,Stainless Steel Water Bottle,1,19.9,19.9,0.1,1.99,17.91,13.19,4.72,26.35,Credit Card
TXN-10242,2023-07-27,CUST-1124,Female,46,36-50 (Middle-Aged),Home & Kitchen,Air Fryer Digital Oven,2,105.26,210.52,0.1,21.05,189.47,137.14,52.33,27.62,Credit Card
TXN-12361,2023-07-27,CUST-1203,Male,52,51+ (Seniors),Electronics,Wireless Bluetooth Earbuds,2,75.91,151.82,0.05,7.59,144.23,94.99,49.24,34.14,Debit Card
TXN-11189,2023-07-27,CUST-1132,Female,23,18-24 (Youth),Books & Stationery,Fine Fountain Pen Set,1,39.72,39.72,0.1,3.97,35.75,26.69,9.06,25.34,UPI / Digital Wallet
TXN-11251,2023-07-28,CUST-1272,Male,54,51+ (Seniors),Electronics,Noise-Cancelling Headphones,3,174.63,523.89,0.0,0.0,523.89,293.61,230.28,43.96,Debit Card
TXN-11804,2023-07-28,CUST-1586,Male,31,25-35 (Young Adults),Electronics,Smart Fitness Watch,3,123.5,370.5,0.2,74.1,296.4,228.18,68.22,23.02,Cash
TXN-11488,2023-07-28,CUST-1270,Female,58,51+ (Seniors),Home & Kitchen,Ergonomic Memory Foam Pillow,1,35.9,35.9,0.0,0.0,35.9,21.08,14.82,41.28,UPI / Digital Wallet
TXN-12360,2023-07-29,CUST-1522,Male,28,25-35 (Young Adults),Home & Kitchen,Espresso Coffee Machine,3,161.64,484.92,0.0,0.0,484.92,324.89,160.03,33.0,Credit Card
